1.000000 0.000000
0.997614 -0.001513
0.993161 -0.003572
0.986942 -0.005878
0.979235 -0.008130
0.970309 -0.010090
0.960416 -0.011605
0.949782 -0.012598
0.938597 -0.013057
0.927018 -0.013015
0.915163 -0.012532
0.903124 -0.011683
0.890972 -0.010549
0.878760 -0.009209
0.866529 -0.007738
0.854317 -0.006206
0.842153 -0.004677
0.830066 -0.003206
0.818079 -0.001842
0.806217 -0.000628
0.794499 0.000402
0.782941 0.001222
0.771559 0.001817
0.760363 0.002177
0.749359 0.002305
0.738551 0.002208
0.727939 0.001905
0.717517 0.001417
0.707279 0.000772
0.697212 0.000001
0.687301 -0.000864
0.677530 -0.001791
0.667877 -0.002749
0.658320 -0.003710
0.648837 -0.004651
0.639402 -0.005550
0.629992 -0.006395
0.620583 -0.007173
0.611154 -0.007881
0.601685 -0.008518
0.592158 -0.009088
0.582560 -0.009597
0.572879 -0.010054
0.563108 -0.010472
0.553243 -0.010861
0.543284 -0.011235
0.533233 -0.011607
0.523096 -0.011990
0.512880 -0.012394
0.502596 -0.012830
0.492256 -0.013310
0.481872 -0.013841
0.471458 -0.014433
0.461028 -0.015093
0.450594 -0.015827
0.440171 -0.016642
0.429770 -0.017542
0.419403 -0.018531
0.409081 -0.019610
0.398812 -0.020778
0.388603 -0.022031
0.378461 -0.023363
0.368390 -0.024763
0.358391 -0.026219
0.348463 -0.027714
0.338605 -0.029229
0.328810 -0.030745
0.319071 -0.032242
0.309376 -0.033701
0.299713 -0.035106
0.290068 -0.036445
0.280424 -0.037713
0.270766 -0.038909
0.261079 -0.040039
0.251352 -0.041113
0.241577 -0.042145
0.231751 -0.043152
0.221877 -0.044144
0.211966 -0.045130
0.202035 -0.046105
0.192108 -0.047055
0.182212 -0.047947
0.172374 -0.048736
0.162622 -0.049360
0.152976 -0.049749
0.143448 -0.049826
0.134035 -0.049520
0.124720 -0.048770
0.115469 -0.047535
0.106233 -0.045802
0.096952 -0.043585
0.087562 -0.040922
0.077998 -0.037865
0.068203 -0.034455
0.058127 -0.030695
0.047721 -0.026514
0.036916 -0.021731
0.025580 -0.016030
0.013447 -0.008966
0.000000 0.000000
0.003525 0.000613
0.008998 0.001762
0.015835 0.003478
0.023674 0.005687
0.032283 0.008247
0.041493 0.010999
0.051174 0.013793
0.061215 0.016515
0.071516 0.019088
0.081991 0.021471
0.092566 0.023652
0.103177 0.025641
0.113776 0.027458
0.124329 0.029130
0.134810 0.030685
0.145206 0.032144
0.155508 0.033526
0.165714 0.034841
0.175825 0.036094
0.185843 0.037284
0.195772 0.038408
0.205617 0.039459
0.215382 0.040428
0.225076 0.041310
0.234705 0.042099
0.244283 0.042792
0.253821 0.043392
0.263336 0.043902
0.272844 0.044332
0.282364 0.044691
0.291914 0.044994
0.301515 0.045257
0.311181 0.045492
0.320929 0.045716
0.330769 0.045940
0.340710 0.046174
0.350755 0.046424
0.360902 0.046693
0.371147 0.046980
0.381481 0.047279
0.391891 0.047583
0.402363 0.047881
0.412881 0.048162
0.423430 0.048413
0.433993 0.048620
0.444557 0.048773
0.455110 0.048861
0.465645 0.048877
0.476156 0.048814
0.486642 0.048671
0.497105 0.048446
0.507551 0.048140
0.517988 0.047758
0.528425 0.047303
0.538873 0.046779
0.549342 0.046191
0.559844 0.045543
0.570386 0.044837
0.580975 0.044074
0.591617 0.043253
0.602312 0.042373
0.613060 0.041429
0.623858 0.040418
0.634701 0.039335
0.645582 0.038175
0.656495 0.036934
0.667432 0.035608
0.678386 0.034195
0.689350 0.032697
0.700316 0.031116
0.711278 0.029456
0.722228 0.027726
0.733157 0.025935
0.744056 0.024096
0.754912 0.022223
0.765711 0.020334
0.776436 0.018446
0.787070 0.016577
0.797595 0.014746
0.807995 0.012971
0.818260 0.011266
0.828385 0.009646
0.838378 0.008119
0.848257 0.006691
0.858057 0.005361
0.867827 0.004127
0.877630 0.002983
0.887539 0.001921
0.897633 0.000939
0.907985 0.000035
0.918651 -0.000779
0.929654 -0.001483
0.940964 -0.002041
0.952476 -0.002405
0.963986 -0.002520
0.975154 -0.002328
0.985462 -0.001798
0.994137 -0.000961
1.000000 0.000000
